genre,definition
post-grunge,"['derivative grunge', 'grunge abrasive', 'abrasive intense', 'intense tone', 'tone traditional', 'traditional term', 'term pejoratively', 'pejoratively label', 'label rock', 'rock bands', 'bands Candlebox', 'Candlebox Collective', 'Collective Soul', 'Soul emulated', 'emulated original', 'original sound', 'sound late', 'late morphed', 'morphed clearly', 'clearly defined', 'defined style', 'style married', 'married sound', 'sound aesthetic', 'aesthetic grunge', 'grunge intense', 'intense abrasive', 'abrasive rising', 'rising prominence', 'prominence lasted', 'lasted Bands', 'Bands Foo', 'Foo Puddle', 'Puddle Breaking', 'Breaking Three', 'Three Days', 'Days Collective', 'Collective Matchbox', 'Matchbox Nickelback', 'Nickelback achieved', 'achieved mainstream']"
sertanejo pop,[]
new wave,"['New wave', 'wave loosely', 'loosely defined', 'defined music', 'music genre', 'genre encompasses', 'encompasses styles', 'styles late', 'late It', 'It originally', 'originally styles', 'styles music', 'music emerged', 'emerged punk', 'punk including', 'including punk', 'punk critical', 'critical consensus', 'consensus favored', 'favored umbrella', 'umbrella term', 'term involving', 'involving popular', 'popular music', 'music styles', 'styles including', 'including power', 'power ska', 'ska specific', 'specific forms', 'forms punk', 'punk rock', 'rock It', 'It viewed', 'viewed accessible', 'accessible counterpart', 'counterpart characteristics', 'characteristics new', 'new wave', 'wave music', 'music include', 'include humorous', 'humorous quirky', 'quirky pop', 'pop use', 'use electronic', 'electronic distinctive', 'distinctive visual', 'visual style', 'style music', 'music videos', 'videos In', 'In early', 'early virtually', 'virtually new', 'new act', 'act particularly', 'particularly employed', 'employed synthesizers', 'synthesizers tagged', 'tagged Although', 'Although new', 'new wave', 'wave shares', 'shares artists', 'artists influenced', 'influenced styles', 'styles lighter', 'lighter strains', 'strains pop', 'pop opposed', 'opposed generally', 'generally political', 'political bents', 'bents punk', 'punk considered', 'considered creatively', 'creatively stagnant', 'stagnant wave', 'wave commercially', 'commercially peaked', 'peaked late', 'late early', 'early numerous', 'numerous major', 'major artists', 'artists abundance', 'abundance launched', 'launched heavily', 'heavily promoted', 'promoted boosting', 'boosting In', 'In new', 'new wave', 'wave declined', 'declined emergence', 'emergence New', 'New New', 'New New', 'New Music', 'Music Since', 'Since new', 'new wave', 'wave resurged', 'resurged times', 'times growing', 'growing nostalgia']"
sierreno,[]
k-pop girl group,[]
pop punk,"['rock music', 'music genre', 'genre combines', 'combines elements', 'elements punk', 'punk rock', 'rock power', 'power pop', 'pop It', 'It defined', 'defined emphasis', 'emphasis classic', 'classic pop', 'pop adolescent', 'adolescent distinguished', 'distinguished genres', 'genres drawing', 'drawing heavily', 'heavily bands', 'bands Beach', 'Beach The', 'The genre', 'genre evolved', 'evolved absorbing', 'absorbing elements', 'elements new', 'new college', 'college boy', 'boy It', 'It considered', 'considered interchangeable', 'interchangeable power', 'power pop', 'pop skate', 'skate emerged', 'emerged late', 'late groups', 'groups punk', 'punk bands', 'bands like', 'like Bad', 'Bad Descendents', 'Descendents Misfits', 'Misfits influential', 'influential pop', 'pop pop', 'pop punk', 'punk expanded', 'expanded early', 'early host', 'host bands', 'bands signed', 'signed including', 'including Screeching', 'Screeching T', 'T In', 'In genre', 'genre saw', 'saw massive', 'massive widespread', 'widespread popularity', 'popularity increase', 'increase bands', 'bands like', 'like Green', 'Green Offspring', 'Offspring The', 'The genre', 'genre popularized', 'popularized Warped', 'Warped success', 'success continued', 'continued early', 'early artists', 'artists Avril', 'Avril Sum', 'Sum Good', 'Good Charlotte', 'Charlotte New', 'New Found', 'Found acts', 'acts largely', 'largely indistinguishable', 'indistinguishable artists', 'artists tagged', 'tagged extent', 'extent emo', 'emo crossover', 'crossover acts', 'acts Fall', 'Fall Out', 'Out Boy', 'Boy Paramore', 'Paramore popularized', 'popularized style', 'style dubbed', 'dubbed emo', 'emo By', 'By mainstream', 'mainstream popularity', 'popularity rock', 'rock bands', 'bands music', 'music rare', 'rare pop', 'pop In', 'In late', 'late early', 'early new', 'new crop', 'crop music', 'music began', 'began experiencing', 'experiencing mainstream', 'mainstream resurgence', 'resurgence new', 'new acts', 'acts Machine', 'Machine Gun', 'Gun KennyHoopla']"
canadian hip hop,"['The Canadian', 'Canadian hip', 'hip hop', 'hop scene', 'scene established', 'established Through', 'Through variety', 'variety developed', 'developed slower', 'slower popular', 'popular rock', 'rock music', 'music apart', 'apart burst', 'burst mainstream', 'mainstream popularity', 'popularity remained', 'remained largely', 'largely underground', 'underground phenomenon', 'phenomenon early', 'early hip', 'hip hop', 'hop artists', 'artists right', 'right early', 'early days', 'days known', 'known Canadian', 'Canadian rap', 'rap released', 'released weeks', 'weeks The', 'The Sugarhill', 'Sugarhill historic', 'historic French', 'French rap', 'rap Lucien', 'Lucien released', 'released For', 'For infrastructure', 'infrastructure music', 'music overlooked', 'overlooked Canadian', 'Canadian music', 'music historians', 'historians instead', 'instead media', 'media reference', 'reference works', 'works erroneously', 'erroneously credited', 'credited Singing', 'Singing Bum', 'Bum released', 'released years', 'years later', 'later Canadian', 'Canadian rap', 'rap Even', 'Even Canadian', 'Canadian hip', 'hip hop', 'hop artist', 'artist signed', 'signed record', 'record difficult', 'difficult widespread', 'widespread Even', 'Even music', 'music videos', 'videos played', 'played artists', 'artists records', 'records stores', 'stores played', 'played Canadian', 'Canadian hip', 'hip hop', 'hop artists', 'artists broke', 'broke mainstream', 'mainstream success', 'success acts', 'acts Maestro', 'Maestro Main', 'Main Dream', 'Dream Warriors', 'Warriors gained', 'gained recognition', 'recognition internationally', 'internationally underground', 'underground hip', 'hip hop', 'hop following', 'following decade', 'decade Canadian', 'Canadian hip', 'hip hop', 'hop acts', 'acts experienced', 'experienced slowdown', 'slowdown significant', 'significant artists', 'artists breaking', 'breaking No', 'No Canadian', 'Canadian hip', 'hip hop', 'hop songs', 'songs reached', 'reached Top', 'Top Canadian', 'Canadian pop', 'pop charts', 'charts Beginning', 'Beginning sequence', 'sequence events', 'events spurred', 'spurred anthemic', 'anthemic collaborative', 'collaborative single', 'single finally', 'finally brought', 'brought hip', 'hip hop', 'hop mainstream', 'mainstream Canadian', 'Canadian propensity', 'propensity create', 'create quality', 'quality artists', 'artists rarely', 'rarely achieved', 'achieved public', 'public recognition', 'recognition prompted', 'prompted AllMusic', 'AllMusic writer', 'writer Jon', 'Jon Azpiri', 'Azpiri state', 'state Canadian', 'Canadian hip', 'hip hop', 'hop secret']"
indie folk,"['Indie folk', 'folk music', 'music genre', 'genre arose', 'arose musicians', 'musicians indie', 'indie rock', 'rock scenes', 'scenes influenced', 'influenced folk', 'folk Indie', 'Indie folk', 'folk hybridizes', 'hybridizes acoustic', 'acoustic guitar', 'guitar melodies', 'melodies traditional', 'traditional folk', 'folk music', 'music contemporary', 'contemporary genre', 'genre earliest', 'earliest origins', 'origins folk', 'folk artists', 'artists displayed', 'displayed alternative', 'alternative rock', 'rock influences', 'influences Ani', 'Ani DiFranco', 'DiFranco Dan', 'Dan acoustic', 'acoustic artists', 'artists Elliott', 'Elliott Smith', 'Smith Will', 'Will In', 'In following', 'following labels', 'labels Saddle', 'Saddle Sub', 'Sub Pop', 'Pop helped', 'helped provide', 'provide support', 'support indie', 'indie artists', 'artists Fleet', 'Fleet Foxes', 'Foxes breaking', 'breaking pop', 'pop charts', 'charts albums', 'albums Helplessness', 'Helplessness United', 'United artists', 'artists Ben', 'Ben Howard', 'Howard Mumford', 'Mumford Sons', 'Sons band', 'band promoting', 'promoting music', 'music style', 'style Gentlemen', 'Gentlemen Road', 'Road touring', 'touring The', 'The success', 'success acts', 'acts like', 'like Mumford', 'Mumford Sons', 'Sons led', 'led music', 'music journalists', 'journalists like', 'like Peter', 'Peter Robinson', 'Robinson labelling', 'labelling new', 'new British', 'British music', 'music scene', 'scene The', 'The New', 'New Boring', 'Boring Beige', 'Beige late', 'late artists', 'artists Phoebe', 'Phoebe Bridgers', 'Bridgers Julien', 'Julien Baker', 'Baker revived', 'revived interest', 'interest Bridgers', 'Bridgers cites', 'cites Elliott', 'Elliott Smith', 'Smith foundational', 'foundational influence']"
viral pop,[]
canadian contemporary r&b,[]
conscious hip hop,"['Political hip', 'hip hop', 'hop subgenre', 'subgenre hip', 'hip hop', 'hop music', 'music developed', 'developed way', 'way turning', 'turning hip', 'hip hop', 'hop political', 'political social', 'social action', 'action form', 'form social', 'social political', 'political Inspired', 'Inspired political', 'political artists', 'artists The', 'The Last', 'Last Poets', 'Poets musician', 'musician Gil', 'Gil Public', 'Public Enemy', 'Enemy predominantly', 'predominantly political', 'political The', 'The genre', 'genre helped', 'helped create', 'create new', 'new form', 'form social', 'social expression', 'expression subordinate', 'subordinate groups', 'groups speak', 'speak injustices', 'injustices lack', 'lack Political', 'Political use', 'use hip', 'hip hop', 'hop music', 'music send', 'send political', 'political messages', 'messages inspire', 'inspire action', 'action social', 'social change', 'change convince', 'convince listener', 'listener particular', 'particular There', 'There political', 'political multiple', 'multiple perspectives', 'perspectives range', 'range anarchism', 'anarchism Marxism', 'Marxism values']"
indonesian pop,"['Pop known', 'known Indonesian', 'Indonesian pop', 'pop loosely', 'loosely defined', 'defined Indonesian', 'Indonesian pop', 'pop wider', 'wider sense', 'sense encompass', 'encompass Indonesian', 'Indonesian pop', 'pop includes', 'includes Indonesian', 'Indonesian cinema', 'cinema sinetrons', 'sinetrons TV', 'TV pop', 'pop music', 'music today', 'today influenced', 'influenced trends', 'trends recordings', 'recordings West', 'West return', 'return Indonesian', 'Indonesian style', 'style pop', 'pop music', 'music influenced', 'influenced regional', 'regional pop', 'pop culture', 'culture Southeast', 'Southeast especially', 'especially Malaysian', 'Malaysian pop', 'pop scene', 'scene began', 'began imitating', 'imitating Indonesian', 'Indonesian style', 'style pop', 'pop music', 'music late', 'late Indo', 'Indo pop', 'pop usually', 'usually expresses', 'expresses contemporary', 'contemporary Indonesian', 'Indonesian sentiments', 'sentiments generally', 'generally love', 'love social', 'social life', 'life related', 'related music', 'music sad', 'sad mellow', 'mellow melodies', 'melodies popular', 'popular selling']"
stomp and holler,[]
blues rock,"['Blues rock', 'rock fusion', 'fusion music', 'music genre', 'genre combines', 'combines elements', 'elements blues', 'blues rock', 'rock It', 'It electric', 'electric music', 'music instrumentation', 'instrumentation similar', 'similar electric', 'electric blues', 'blues rock', 'rock electric', 'electric bass', 'bass keyboards', 'keyboards From', 'From beginnings', 'beginnings early', 'early blues', 'blues rock', 'rock gone', 'gone stylistic', 'stylistic shifts', 'shifts way', 'way inspired', 'inspired influenced', 'influenced hard', 'hard Southern', 'Southern early', 'early heavy', 'heavy rock', 'rock started', 'started rock', 'rock musicians', 'musicians United', 'United Kingdom', 'Kingdom United', 'United States', 'States performing', 'performing American', 'American blues', 'blues They', 'They typically', 'typically recreated', 'recreated electric', 'electric Chicago', 'Chicago blues', 'blues Willie', 'Willie Muddy', 'Muddy Jimmy', 'Jimmy faster', 'faster tempos', 'tempos aggressive', 'aggressive sound', 'sound common', 'common In', 'In style', 'style popularized', 'popularized groups', 'groups Rolling', 'Rolling blues', 'blues songs', 'songs pop', 'pop In', 'In Lonnie', 'Lonnie Paul', 'Paul Butterfield', 'Butterfield Blues', 'Blues Canned', 'Canned Heat', 'Heat earliest', 'earliest Some', 'Some bands', 'bands played', 'played involved', 'involved improvisations', 'improvisations commonplace', 'commonplace jazz', 'jazz In', 'In late', 'late early', 'early style', 'style hard', 'hard In', 'In Johnny', 'Johnny early', 'early Allman', 'Allman Brothers', 'Brothers ZZ', 'ZZ Top', 'Top represented', 'represented hard', 'hard rock', 'rock Ten', 'Ten Years', 'Years Savoy', 'Savoy Foghat', 'Foghat traditional', 'traditional blues', 'blues styles', 'styles influenced', 'influenced blues', 'blues continues', 'continues return', 'return Along', 'Along hard', 'hard blues', 'blues rock', 'rock songs', 'songs core', 'core music', 'music played', 'played rock', 'rock radio', 'radio United', 'United later', 'later classic', 'classic rock', 'rock format', 'format established']"
