genre,definition
indietronica,"Indie rock subgenre rock music originated United States , United Kingdom New Zealand 1970s 1980s . Originally describe independent record labels , term associated music produced initially interchangeably alternative rock "" guitar pop rock"" . primary scenes movement Dunedin , cultural scene based convergence noise pop jangle popular city large student population . Independent labels Flying Nun began promote scene New Zealand , inspiring key college rock bands United States Pavement , Pixies R.E.M. notable scenes grew Manchester Hamburg , thriving . 
 1980s , use term "" indie "" ( "" indie pop "" ) started shift reference recording companies describe style music produced punk post - punk labels . 1990s , grunge punk revival bands Britpop bands UK broke mainstream , term "" alternative "" lost original counter - cultural meaning . term "" indie rock "" associated bands genres remained dedicated independent status . end 1990s , indie rock developed subgenres related styles , including lo - fi , noise pop , emo , slowcore , post - rock , math rock . 2000s , changes music industry growing importance internet enabled new wave indie rock bands achieve mainstream success , leading questions meaningfulness term . early 2000s , new group bands played stripped - , - - basics version guitar rock emerged mainstream . commercial breakthrough scenes led bands : Strokes , White Stripes , Hives Vines . Emo broke mainstream culture early 2000s . end decade , proliferation indie bands referred "" indie landfill "" , term "" landfill indie "" critics / websites 2020s subgenre certain type 2000s indie band , way Britpop British guitar music 1990s . 

"
sad rap,"Emo rap fusion genre hip hop emo music . Originating SoundCloud rap scene mid-2010s , genre fuses characteristics hip hop music , beats rapping , lyrical themes , instrumentals , vocals commonly found emo music . Lil Peep , XXXTentacion , Juice Wrld notable musicians genre . 

"
indie soul,
turkish pop,"Pop music genre popular music originated modern form mid-1950s United States United Kingdom . terms popular music pop music interchangeably , describes music popular includes disparate styles . 1950s 1960s , pop music encompassed rock roll youth - oriented styles influenced . Rock pop music remained roughly synonymous late 1960s , pop associated music commercial , ephemeral , accessible . 
 music appears record charts considered pop music , genre distinguished chart music . Identifying factors usually include repeated choruses hooks , short medium - length songs written basic format ( verse - chorus structure ) , rhythms tempos easily danced . pop music borrows elements styles rock , urban contemporary ( R&B / hip - hop ) , dance , Latin , country . 

"
puerto rican pop,
alternative r&b,
progressive house,"Progressive house subgenre house music . progressive house style emerged early 1990s . initially developed United Kingdom natural progression American European house music late 1980s . 

"
electronica,"Electronica broad group electronic - based music styles intended listening strictly dancing music scene started early 1990s United Kingdom . United States , term refer electronic music generally ."
alternative hip hop,"Alternative hip hop ( known alternative rap ) subgenre hip hop music encompasses wide range styles typically identified mainstream . AllMusic defines comprising "" hip hop groups refuse conform traditional stereotypes rap , gangsta , bass , hardcore , party rap . Instead , blur genres drawing equally funk pop / rock , jazz , soul , reggae , folk . ""Alternative hip hop developed late 1980s experienced degree mainstream recognition early - - mid 1990s . groups Arrested Development Fugees managed achieve commercial success breaking , alternative rap acts tend embraced alternative rock listeners hip - hop pop audiences .   commercial cultural momentum impeded   -also emerging , significantly harder - edged West Coast gangsta rap . resurgence came late 1990s early 2000s dawn digital era rejuvenated interest independent music general public . 
 2000s , alternative hip hop reattained place mainstream declining commercial viability gangsta rap crossover success artists Outkast Kanye West . alternative hip hop movement expanded United States include Somali - Canadian poet K'naan , English artist M.I.A. Alternative hip hop acts attained critical acclaim , receive relatively little exposure radio media outlets . prominent alternative hip hop acts include Tribe Called Quest , De La Soul , Hieroglyphics , Pharcyde , Digable Planets Black Sheep ."
folk,"Folk music music genre includes traditional folk music contemporary genre evolved 20th - century folk revival . types folk music called world music . Traditional folk music defined ways : music transmitted orally , music unknown composers , music played traditional instruments , music cultural national identity , music changes generations ( folk process ) , music associated people folklore , music performed custom long period time . contrasted commercial classical styles . term originated 19th century , folk music extends . 
 Starting mid-20th century , new form popular folk music evolved traditional folk music . process period called ( second ) folk revival reached zenith 1960s . form music called contemporary folk music folk revival music distinguish earlier folk forms . Smaller , similar revivals occurred world times , term folk music typically applied new music created revivals . type folk music includes fusion genres folk rock , folk metal , . contemporary folk music genre generally distinct traditional folk music , U.S. English shares , shares performers venues traditional folk music ."
pop edm,
metropopolis,
german pop,
brill building pop,
argentine hip hop,
metalcore,"Metalcore ( known metallic hardcore ) fusion music genre combines elements extreme metal hardcore punk . styles blending metal hardcore , crust punk grindcore , metalcore noted use breakdowns , slow , intense passages conducive moshing . defining instrumental qualities include heavy riffs stop - start rhythm guitar playing , occasional blast beats , double bass drumming . Vocalists genre typically use thrash scream vocals . later metalcore bands combine clean singing , chorus . Death growls gang vocals common . 1990s metalcore bands inspired hardcore later metalcore bands inspired melodic death metal bands like Gates Flames . 
 roots metalcore 1980s bands combine hardcore punk heavy metal . included New York hardcore bands like Agnostic , Cro - Mags , Killing Time , British hardcore punk bands like Exploited Discharge , American crossover thrash bands like Dirty Rotten Imbeciles Suicidal Tendencies . genre emerged early 1990s expanded mid – late 1990s . Metalcore bands like Integrity , Earth Crisis , Hatebreed , Converge , Shai Hulud , Vision Disorder , Merauder , Disembodied emerged acquired underground success 1990s . 
 mid-2000s , metalcore popular heavy metal subgenres success bands like Bleeding , Avenged Sevenfold , Killswitch Engage , Hatebreed , Atreyu , Shadows Fall , Lay Dying , Unearth , Trivium , Bullet Valentine , Remains . Metalcore popularity continued 2010s success bands like Asking Alexandria , August Burns Red , Devil Wears Prada . Metalcore subgenres like deathcore , easycore electronicore emerged 2000s decade . subgenres metalcore include mathcore , nu metalcore , melodic metalcore progressive metalcore ."
rap rock,"Rap rock fusion genre fuses vocal instrumental elements hip hop forms rock . Rap rock popular subgenres include rap metal rapcore , include heavy metal hardcore punk - oriented influences , respectively ."
vapor trap,
ccm,"CCM   refer : 

 Cubic centimetre ( ccm ) , metric unit volume 
 Climate change mitigation ( CCM ) , climate change topic 

"
